Submission / Project,Round,Submission Title,Project,Category (from Project),Submission URL,Status,Tranche Completion %,Latest Tranche (from Payments),Total Awarded (USD),Total Paid (USD),Total Paid (XLM),Most Recent Payment Date,Award Type,One-Sentence-Description,Products & Services,Technical Architecture,Success Criteria,Website,Code,Video,Use Soroban?,Go-To-Market Plan,Traction Evidence,Tranche 1 - Deliverables,Tranche 2 - Testnet,Tranche 3 - Mainnet,Team Members,Thumbnail,LinkedIn (from Project),X (from Project),Discord (from Project),Pitch Deck (from Project)
Neovestor - An RWA launchpad,SCF #28,Neovestor - An RWA launchpad,Neovestor - An RWA launchpad,Applications,https://communityfund.stellar.org/dashboard/submissions/recUcnDR8rtlntavE,Awarded,,SCF Legacy Award,$50000.00,$50000.00,572560.61,7/10/2024,Legacy v5.0 Activation Award,Neovestor connects emerging market investors with real-world assets and businesses.,"Neovestor is a financial inclusion platform providing access to real world assets and business to emerging market investors as a means of growing and diversifying wealth. Like the Stellar Development Foundation, Neovestor aims to address the inequities of the mainstream financial system, particularly in underserved communities. It uses blockchain technology to create a system that is more inclusive, affordable and straightforward.

The problem we’re solving

Neovestor polled more than 300 investors (aged 18-55) and found that eight in 10 want access to real-world asset (RWA) opportunities but face several barriers:

Distrust and Cost: 57% feel excluded by traditional finance, primarily due to distrust and high minimum investments (46%).

Readiness to Invest: About half are comfortable starting with $100 to $500 investments.

Community and Learning: 54% trust family and friends most, yet 71% strongly demand educational content.

Solution:

Neovestor empowers investors by providing affordable and accessible RWA opportunities and enhancing financial literacy:

Affordability: Offers entry-level access starting at USD10, and the ability to earn stable-coin yields.

Accessibility: Invests in proven real-world assets and businesses.

Education: Delivers mobile-first, customised content to help investors make informed decisions.

Why Now? And Who?

Initial Target Market:

Neovestor targets 130 million underserved potential investors in Southeast Asia, specifically Indonesia, the Philippines, Thailand, and Vietnam. Collectively, they own ~USD650 billion in cash deposits.

Market Opportunity:

Demographics: These markets have large, youthful populations (median age 25-40) totalling over 550 million.

Low Investment Participation: Around 1-2% of these populations are investing.

Financial Inclusion: Between 23% and 48% are unbanked yet equipped with payment onramps.

Tech Adoption: Mobile usage exceeds 72% across these markets, while each ranks among the top 10 for crypto adoption globally.

Economic Factors: Many of these markets have experienced significant inflation, making USD stablecoin investments an attractive hedge.

Investment focus

Neovestor focuses on established businesses led by seasoned operators across robust sectors, including transportation, logistics, sustainable agriculture, consumer services, and energy.

Initial RWA offerings

A private car service based in the UAE

A poultry farm based in Indonesia

Target returns of 7 - 10% per annum

Expanding Neovestor’s RWA Portfolio of Offerings

To build and scale our Real World Asset (RWA) offerings, Neovestor will utilise six main strategies:

Ensuring the Success of Existing Projects: Strengthening the Neovestor brand through the oversubscription of current offerings.

Referrals from Partners: Encouraging partners to refer additional projects through shared economics arrangements and cross-promotional activities.

Establishing New Partnerships: Collaborating with other RWA projects and platforms (such as generalist launchpads, AMMs, asset tokenisation platforms, etc).

Creating a Network of Deal Curators: Developing a trusted network of key opinion leaders (KOL) and individuals with established deal channels to source and vet deals efficiently, with potential referral bonuses or profit-sharing opportunities.

Attending and Hosting Industry Events: Organising conferences, webinars, and meetups to connect with potential partners and showcase Neovestor's capabilities.

Leverage Social Media and Content Marketing: Using social media platforms and publishing insightful content to attract potential partners.

Neovestor will perform due diligence on all channels and deals to ensure the validity and viability of each project.

Business & Revenue Model:

Neovestor generates revenue from three primary sources:

Management Fees: 2%

Income Spread: Earned from assets, ranging from 3% to 6%

Trading Fees: 0.5%

As the platform grows, Neovestor aims to evolve into a launchpad for other real-world asset (RWA) projects, with the following revenue streams:

Platform:

Listing Fees: up to 5%

Platform Fees: 0.5%

Trading Fees: 0.5%

Existing assets:

Neovestor will continue to generate income (spreads, trading and management fees) from assets that it owns (as outlined above).

Current Traction

Community:

13k waitlisted

3k active wallets

10K on X (Twitter)

Web App development

In development

Closed Beta anticipated in early June

Early launch end of June

Partnerships

Web3Auth - a Seed phrase-free non-custodial MPC (Multi-Party Computational) wallet for client-side.

Shufti Pro - to provide KYC / AML screening.",,,https://neovestor.com/,https://github.com/neovestor-tech,https://www.loom.com/share/389a88b5f2ce449ba03f5fa7cc34dcf7?sid=41669a48-022a-42eb-9dc0-2fddf923201c,,,,,,,TJ Yen,,,https://twitter.com/neovestorcom,https://discord.com/invite/Y57PBsvPct,
OCTO ultimate SocioFi NFT hub,SCF #28,OCTO ultimate SocioFi NFT hub,OCTO ultimate SocioFi NFT hub,Applications,https://communityfund.stellar.org/dashboard/submissions/rec59dhu7lEcLfHwR,Awarded,,SCF Legacy Award,$40500.00,$40500.00,463774.09,7/10/2024,Legacy v5.0 Activation Award,OCTO is a super dApp that revolves around NFT and digital assets with a strong emphasis on creators and their communities.,"Our project, OCTO, named after the octopus, reflects our vision and platform functionality. OCTO aims to be the ultimate NFT hub focusing on creators' content and their communities. Despite differing opinions on NFTs as digital assets, their permanence and evolving use cases are undeniable. Here are some key foundations of OCTO:

Limited and/or Fractioned Functionality: Popular blockchains like Ethereum or Solana offer a variety of NFT-related services, but even these require multiple platforms for basic actions. Other blockchains, including Stellar, lack a convenient all-in-one platform, causing wasted time/money, unnecessary friction, and potential for fraud.

Lack of Engagement / Crypto Tribalism: Successful NFT projects need to outreach, engage, and onboard users. However, different standards and blockchain interoperability issues force NFT creators to choose between their favorite blockchain or a more NFT-centric one for a larger audience. This crypto tribalism draws quality projects from blockchains like Stellar to Ethereum or Solana.

Content Creator Economy: As the 'flipper economy' declines, NFT collectors seek projects with immediate and long-term benefits. Entertainment and content take center stage, yet there is typically no method to share content with the project's community safely, timely, and conveniently. Creators often resort to custom-built websites or multiple platforms to achieve basic results. The content creator economy of NFT projects should be rewarded to incentivize quality projects.

Maslow's Hierarchy of Needs: The often-overused concepts of Maslow's pyramid of hierarchy are representative of NFT communities, particularly the 'Love and Belongingness' and 'Self-actualization' layers. These explain one's aspiration to be part of exclusive communities and engage with peers.

Problem & Areas of Improvement

Research on Stellar NFTs revealed several improvement areas we aim to address:

1. Lack of Latest NFT ERC-Compliant Standards on Soroban: This issue causes unnecessary friction for users.
2. Insufficient Functionality of Other NFT Marketplaces: Existing marketplaces offer limited functionality compared to OCTO and often operate as custodial services, limiting true asset control.
3. Lack of Community Building and Engagement: Current Stellar-oriented marketplaces do not focus on community building, engagement, or other aspects of Gamification and SocioFi of the NFT experience.

OCTO's Solutions & Benefits

We aim to provide the most comprehensive NFT toolbox for the Stellar community with features like a no-code Launchpad, Stellar-based on-chain discussion boards, and auctions. Key USPs include:

- Stellar-based Launchpad: Enables easy NFT collection kickstarts with no-code, lazy minting upon user interaction, and supports advanced standards like ERC-1155 or ERC-404 for complex projects.
- Swap Functionality: Allows direct swapping of NFTs and digital assets, increasing liquidity and saving on secondary market fees.
- Rental System: Enables owners to profit while providing lessees with benefits of ownership, such as content access and voting power.
- Advanced Content DRM: Facilitates gated or non-gated content sharing within the community, eliminating the need for external solutions.
- Fiat On/Off-Ramps: Simplifies onboarding by allowing users to use bank cards and withdraw proceedings in fiat, easing newcomers into the blockchain world.
- Built-in P2P Messenger: Allows direct discussion within the platform, saving time and protecting against scammers.
- Discussion Boards: Enable on-platform expression and creator-audience communication, with discussions importable to other platforms via API.
- Real World Assets (RWAs): Digitizes real-world assets like tickets and real estate, paving the way for professional NFT use.
- Privacy Protocols: Allows users to hide certain NFTs from external view, without storing assets externally.

Core Functionality

OCTO's core functionality encompasses:

- Base Marketplace Functionality: Includes primary and secondary markets, enhanced by advanced services.
- No-Code Launch Mechanics: Allows creators to deploy smart contracts and launch collections without coding knowledge.
- Advanced Customizable Auctions: Offers various auction types for personalized experiences.
- Chain-Agnosticism: Ensures ease of use with one-click cross-chain transactions, increasing awareness of supported blockchains like Stellar.
- Extensive NFT Analytics Tools: Provides comprehensive metrics for informed decision-making.
- Mobile App: Available on iOS and Android for user convenience.
- Localization: Supports over 20 languages, making the NFT experience borderless.
- Fetching Tool: Aggregates all NFT data across supported chains, marketplaces, and collections via our API.
- Personalization of Experience: Extensive filtering, personalization settings, customizable project pages, and more for a tailored NFT experience.

For more detailed information, refer to our comprehensive guide outlining all tools in greater detail.",,,https://octoplace.io/,https://github.com/OCTOplace,https://youtu.be/vG6FNBGgVBE?feature=shared,,,,,,,Sergey Kuzmin,,,https://twitter.com/octoplace,https://discord.gg/73Ru5XUP2X,
Open GameFi SDK ,SCF #28,Open GameFi SDK ,Open GameFi SDK ,Developer Tooling,https://communityfund.stellar.org/dashboard/submissions/recchyWjFSmOPmvZl,Awarded,,SCF Legacy Award,$39000.00,$39000.00,427569.23,6/26/2024,Legacy v5.0 Activation Award,Strengthening Stellar's ecosystem with open-source tools for GameFi integration.,"Due to the limited number of characters in this section, the extended version of the description can be found here

What the Product Is

The Open Source SDK for GameFi is a comprehensive suite of tools designed to integrate Stellar blockchain functionalities into the gaming sector. This SDK facilitates seamless interaction with Stellar Wallet SDK, Colyseus.js for multiplayer game development, and Decentraland for metaverse integration.

Problems Addressed and Benefits Provided

• Complexity in Blockchain Integration:
  • Problem: Integrating blockchain functionalities into games is complex and requires significant technical expertise.
  • Benefit: The SDK simplifies the integration of Stellar blockchain into games, making it accessible even for developers with limited blockchain experience.
• High Transaction Fees and Slow Confirmations:
  • Problem: Existing blockchain solutions suffer from high transaction costs and slow confirmation times, unsuitable for in-game microtransactions.
  • Benefit: Utilizing Stellar’s fast and low-fee transaction capabilities, it ensures efficient in-game microtransactions.
• Lack of Open-Source Solutions:
  • Problem: There is a scarcity of open-source tools for game developers to leverage blockchain technologies.
  • Benefit: The open-source nature of the SDK encourages innovation and collaboration within the developer community.

How It Works and Uses Stellar/Soroban

Integration with Colyseus.js:

• Game Mechanics Library: Provides out-of-the-box game mechanics using Stellar blockchain for Web, Desktop, Mobile, and Web3/Metaverse development.
• Stellar Wallet SDK Utilization: Enables secure in-game wallet creation, connection of existing wallets via Lobster Wallet & Wallet Connect, and easy data fetching from the Horizon API.
• Transaction Management: Supports transaction signing, deposits, withdrawals, login, and interaction with Soroban smart contracts.
• Example Implementations: Includes fully documented examples with game mechanics like Donation Boxes and Reward Claiming, showcasing interaction with NFTs and user data management using MongoDB.
• UI Elements: Offers open-source Figma UI elements for seamless integration, including connection buttons, QR codes, and transaction confirmations.

Open-Source Smart Contracts on Soroban:

• Smart Contract Examples: Provides examples for deposits, withdrawals, reward claims, and a donation box, demonstrating their application in games.
• NFT Contracts: Includes examples for creating and managing NFTs within games.

Integration with Decentraland:

• Comprehensive Example: Features a full, open-source integration example with Decentraland, including an in-world deployed scene for user and developer testing.
• AI-Based NPC Integration: Demonstrates AI characters receiving XLM and other tokens on Soroban, enhancing interactive experiences.
• Donation Box for Meta Residence Tower: Showcases a practical application within Decentraland, optimized with open-source Figma UI elements.

Hackathon Initiative:

• Developer Engagement: Organizes a hackathon post-development to encourage the integration of these tools into games, with XLM prizes and comprehensive tutorials.
• Support and PR: Provides a dedicated Discord channel for developer support, aiming to gather feedback and promote the tools through collaborative PR efforts involving Colyseus, Decentraland, and Stellar marketing.

Contribution to Stellar Ecosystem

• Developer Tools Focus: By offering open-source tools, the project targets developers, fostering innovation rather than providing end-to-end applications.
• GameFi Pathway: This initiative positions Stellar as a viable solution for the GameFi sector, leveraging its fast transaction speeds and low fees.
• Developer Attraction: The project aims to attract game developers from various sectors, including traditional game development, metaverses, and Web3 platforms, through cross-platform PR and marketing efforts.
• Real Integration: Expected to achieve real integration in a minimum of five projects, showcasing the potential and versatility of Stellar in gaming.

Real Use Cases for the Open-Source Tools

• In-Game Microtransactions: Fast, low-fee Stellar transactions for purchasing in-game items, connected via Stellar Wallet SDK.
• Reward Systems: Direct token rewards for milestones and events, enhancing player engagement.
• Secure Asset Management: Custodial wallets for securely managing in-game assets with Stellar handling transactions.
• Donations and Crowdfunding: Transparent player contributions using XLM through donation smart contracts.
• NFT Integration: Creation and management of collectible NFTs, adding unique assets to gameplay.
• AI-Driven NPC Interactions: AI characters receiving tips or payments in XLM via the Soroban platform.
• Educational Programs: Stellar tokens incentivize learning, rewarding players for achievements.",,,https://github.com/yanis7774/Stellar-GameFi-integration/tree/main,,,,,,,,,Anton Manakov,,,,,
OmniLumen,SCF #28,Wagmi.sh for Soroban,OmniLumen,Developer Tooling,https://communityfund.stellar.org/dashboard/submissions/recowXcSbEYnfaD1C,Awarded,,SCF Legacy Award,$50000.00,$50000.00,488158.25,7/26/2024,Legacy v5.0 Activation Award,"Fast local setup for Stellar, CLI integration, React hooks, wallet support, and BigQuery in an open-source development suite.","As a Stellar developer, managing multiple aspects of the development process can be cumbersome. For instance, setting up a local development environment, running CLI commands, and integrating various tools for data analysis and wallet management typically require separate configurations and tools. For example, as a developer, when I was building a Soroban application (Soroban Explorer), we struggled with setting up and managing our development environment. We had to set up the Stellar local runtime environment, use CLI to compile and deploy contracts, connect to wallets, and write similar code for similar functions repeatedly. These tasks were cumbersome and time-consuming. OmniLumen would have saved me countless hours and resources.

With OmniLumen, this tool can help streamline the process significantly. For example, while working on a new dApp, developers can quickly set up their local environment with pre-configured Docker images. Using the CLI integration, developers can effortlessly deploy and manage Soroban contracts directly from the command line. The React hooks provide a simple way to handle account management, balance queries, and transactions within a React application. The built-in BigQuery integration allows developers to perform advanced data analysis without switching between tools. This unified approach saves time, reduces complexity, and improves overall productivity in the local development workflow.

Solving these challenges with OmniLumen can significantly enhance the Stellar ecosystem by accelerating development processes, improving workflow efficiency, and enabling more robust and sophisticated applications. This, in turn, can attract more developers and organizations to build on the Stellar network, fostering innovation and expanding the ecosystem’s overall capabilities and adoption.

Omnilumen is a comprehensive development environment for Stellar and Soroban, offering a suite of integrated tools and libraries to streamline the development process. OmniLumen offers a comprehensive local development suite for Stellar, similar to how wagmi.sh provides tools for Ethereum Virtual Machine (EVM) development. While wagmi.sh simplifies building on EVM with React hooks and CLI tools, OmniLumen delivers similar capabilities tailored for Stellar, including quick start, BigQuery integration, and Soroban contract and wallet management. Omnilumen integrates tightly with official Stellar tools and libraries, providing a unified interface for managing and deploying contracts, querying blockchain data, and handling wallet integrations. It leverages BigQuery for advanced data analysis and offers React hooks for seamless frontend integration.

OmniLumen leverages Stellar and Soroban, using the Stellar SDK to build a React hook API. It provides a pre-built Connect Wallet module from Freighter and other wallets, tools for querying Stellar contracts via BigQuery, and integrates event tools for Stellar contract events. OmniLumen simplifies setup for various environments with frameworks like React and Next.js. The create-omnilumen package offers easy project bootstrapping with pre-configured settings and integrates with stellar-quickstart for local development and testing. Additionally, it wraps around stellar-cli for efficient management and deployment of Soroban contracts on the Stellar network.

Main features:

Stellar CLI Integration: Run Stellar CLI commands directly within Omnilumen to manage and deploy Soroban contracts, simplifying the command-line workflow for developers.

React Hooks for Stellar Functionalities: Use React hooks to manage Stellar functionalities such as accounts, transactions, and balances seamlessly, facilitating smooth frontend development and integration.

Wallet Support: Integrate various wallet connectors, including Freighter and third-party libraries, to simplify wallet interactions and management within Stellar applications.

Local Quickstart Environment: Set up a fully functional local Stellar development environment quickly using pre-configured Docker images, enabling rapid prototyping and testing.

BigQuery Integration: Perform advanced asset analysis and historical data queries using BigQuery, providing deep insights into blockchain data and enabling comprehensive data analysis.

Asset Analysis Tools: Integrated tools for analyzing asset data on the Stellar blockchain using BigQuery, helping developers understand asset performance, liquidity, and transaction history.",,,https://github.com/OmniLumen,https://github.com/OmniLumen/omnilumen-core.git,https://youtu.be/DgX1rKnOA6g,,,,,,,Xun Wu,,,,,
Prophe,SCF #28,Prophe,Prophe,Developer Tooling,https://communityfund.stellar.org/dashboard/submissions/reczynrU3JHEYcAEw,Awarded,,SCF Legacy Award,$42000.00,$42000.00,460459.17,6/26/2024,Legacy v5.0 Activation Award,Prophe is a blockchain-focused toolset that makes project management a breeze.,"What the product is:

Prophe is a leading-edge platform for managing blockchain projects, offering essential tools for developers and dapps. With features like smart contract analysis, transaction simulation, and real-time alerting, Prophe ensures project success and efficiency.

What problems it solves:

Problem: Poor Real-Time Monitoring
Impact: Without real-time monitoring, teams cannot promptly address critical issues such as network congestion, transaction failures, or security breaches. This oversight can lead to extended downtime, loss of user trust, and financial losses.
Solution: Prophe integrates off-chain alert systems that provide real-time notifications via email, Slack, and Discord channels. These alerts cover a wide range of on-chain events and health indicators.
Benefits: Real-time alerts enable swift identification and resolution of issues, minimizing downtime and ensuring continuous operation. This proactive monitoring approach helps maintain the health and performance of decentralized applications, enhancing user trust and satisfaction.

Problem: Insufficient Testing Environments
Impact: Developers often encounter unforeseen errors and vulnerabilities post-deployment, leading to costly rollbacks and reputational damage. The lack of accurate testing environments results in inefficient debugging and prolonged development cycles.
Solution: Prophe implements robust testing environments that replicate real-world blockchain conditions. These environments include advanced simulation tools and comprehensive test suites that allow developers to predict transaction outcomes accurately.
Benefits: With these environments, developers can identify and resolve issues before deployment, significantly reducing the risk of post-deployment errors. This leads to faster development cycles, cost savings, and more reliable and secure applications.

Problem: Integration Difficulties
Impact: Integration challenges can cause delays and complicate the development process, leading to fragmented workflows and increased error rates. These issues can stifle innovation and limit the functionality of blockchain applications.
Solution: Prophe implements a robust integration framework that simplifies connectivity with various tools and APIs. This framework ensures compatibility and smooth interoperability across different services and platforms.
Benefits: The integration framework reduces complexity and downtime, streamlining the development process and improving efficiency. It allows developers to focus on building innovative features rather than troubleshooting integration issues, thus enhancing the overall capability and performance of their projects.

Problem: Limited Insights
Impact: Users may find it difficult to interpret complex data, performance, user behavior, and security metrics. This lack of detailed analytics can hinder their ability to extract actionable insights and make informed decisions.
Solution: Prophe provides comprehensive reporting tools and advanced data visualization options. Users can generate detailed reports and visualize data through graphs, charts, and other interactive elements.
Benefits: Enhanced reporting and visualization make it easier to understand and interpret complex data. This improves the ability to communicate findings, strategize effectively, and make data-driven decisions.

How it uses Stellar and/or Soroban:

Comprehensive Reporting and Visualization: Prophe offers advanced reporting tools and data visualization options powered by Horizon/Indexing services. Users can generate detailed reports and visualize data through graphs, charts, and interactive elements, facilitating better interpretation of complex data and informed decision-making.

Transaction Simulation: With Soroban RPC capabilities integrated into Prophe, developers can simulate transactions involving smart contracts on the Stellar network. This allows them to test various scenarios and predict transaction outcomes accurately before deployment, reducing the risk of errors and vulnerabilities.

Smart Contract Analysis: Prophe offers tools for analyzing smart contracts deployed on the Stellar blockchain through Stellar SDK. Developers can assess the performance, security, and functionality of their smart contracts, ensuring they meet project requirements.",,,https://prophe.xyz,,https://www.loom.com/share/c5dee31c0dc846dd9074d0f752059829?sid=61596efa-91c4-4e4e-9628-ac774257e9fa,,,,,,, Oluwaseun Sanyaolu,,,https://x.com/PropheHQ,,
Web3 Antivirus (W3A),SCF #28,Web3 Antivirus (W3A),Web3 Antivirus (W3A),Developer Tooling,https://communityfund.stellar.org/dashboard/submissions/rec0b6xVABHxF2jRy,Awarded,,SCF Legacy Award,$50000.00,$50000.00,572560.61,7/10/2024,Legacy v5.0 Activation Award,Web3 Antivirus is an open-source security browser extension that detects crypto scams and warns users before they sign anything,"In 2023, the crypto industry lost over $24.2 billion due to crypto crimes and scams, affecting 1 in every 8 users. Victims face financial loss, emotional distress, and diminished faith in the Web3 ecosystem, impeding its growth and adoption.

Introducing Web3 Antivirus (W3A): a security browser extension that protects crypto users against scams and fraud in real-time.

Key Features:
- Phishing alerts: Immediate notifications about dangerous websites.
- Scam detection for 60+ scenarios.
- Transaction outcome simulations and validation.
- Real-Time warnings: Alerts users before they sign anything or connect their wallets.
- W3A Dashboard: Allows users to maintain wallet health and revoke risky token approvals.

Use Cases:
W3A analyzes all the entities users interact with (wallets, addresses, websites, assets) and alerts users to potential risks. For instance, W3A will issue warnings if a user:
- Encounters a fake website or a wallet drainer.
- Is about to sign a malicious or risky transaction.
- Intends to buy a token identified as a scam.
- Intends to approve token permissions to an untrustworthy address.
- Engages with an address previously linked to suspicious activities.

How it Works:
Upon initiating a transaction, W3A intercepts the call to Metamask, pauses it momentarily to analyze the codebase for potential red flags such as suspicious logic, dangerous functions, or risky access permissions. The tool also simulates the transaction on a dedicated testnet to check what will enter and leave a user’s wallet. Within seconds, W3A provides a comprehensive report detailing the transaction's potential threats and outcomes, empowering users to make informed decisions about proceeding. All transaction data, detected threats, and approved accesses are conveniently displayed on the W3A Dashboard.

Currently, W3A supports Ethereum. We aim to add support for Stellar and enable Stellar users to proactively protect their assets and steer clear of scams and fraud.",,, https://web3antivirus.io/   https://chrome.google.com/webstore/detail/web3-antivirus/inejiiekmjkmphgjjehhcmkpjncboodn   https://addons.mozilla.org/en-US/firefox/addon/web3-antivirus/   https://microsoftedge.microsoft.com/addons/detail/web3-antivirus/nggcakhlblakghejdigkaekbhicfkckn ,https://github.com/web3-antivirus/chrome-extension,https://www.youtube.com/watch?v=-qSXp6_IHCI ,,,,,,,Ksenia Ksenia,,https://www.linkedin.com/company/web3-antivirus/,https://twitter.com/web3_antivirus/,https://discord.com/invite/4hJAJUQCR2,
Blip,SCF #28,Real-Time Contract Monitoring,Blip,Developer Tooling,https://communityfund.stellar.org/dashboard/submissions/recwBum9zIyqY6TC3,Awarded,,SCF Legacy Award,$47000.00,$47000.00,515275.73,6/26/2024,Legacy v5.0 Activation Award,"A real-time, open-source monitoring dashboard for Soroban smart contracts on Stellar, providing developers with critical insights.","The primary problem the Real-Time Smart Contract Monitoring Dashboard solves is the lack of real-time monitoring and security insights for Soroban smart contracts on the Stellar network. This issue primarily affects developers and project managers, who must ensure their smart contracts function correctly. The dashboard can help optimize contract performance, prevent security breaches, and build trust in the Stellar network by providing real-time monitoring and security insights. This, in turn, will encourage more developers to deploy Soroban contracts on Stellar, knowing they have the tools to monitor them effectively.

The Real-Time Smart Contract Monitoring Dashboard for the Stellar network addresses the problem by offering real-time data visualization, allowing developers to monitor and respond to issues as they arise. This is similar to what Tenderly has been doing for the Ethereum ecosystem. The dashboard uses Stellar’s APIs and webhooks to fetch data from Soroban smart contracts, process this data, and present it in a user-friendly interface. By providing clear and actionable insights, the dashboard ensures that developers have a comprehensive view of their contracts’ performance and security status, enabling them to maintain optimal functionality and trust in their smart contracts. The product will be open-sourced and available as a public good for the Stellar community.

Main features include:

Real-Time Analytics Dashboard:
- Transaction Volume Widget: Displays the total number of transactions the smart contract processes over a specified period.
- Error Rate Widget: Shows the number of errors the smart contract encounters over time.

Basic Alert System:
- Email Notifications: Receive alerts via email for specific contract activities or errors.

Historical Data Access:
- Transaction History: Review past transactions.
- Simple Trend Chart: Visualize historical transaction data with a basic line chart to help identify trends over time.",,,,,https://youtu.be/uPjrjU9NqHo,,,,,,,"Bhaven, Rajat Bopalkar",,,,https://discord.com/channels/897514728459468821/1286047895845601301,
Keizai,SCF #28,Keizai V2.0,Keizai,Developer Tooling,https://communityfund.stellar.org/dashboard/submissions/recn2qqdZGTIcTm0n,Awarded,,SCF Legacy Award,$41000.00,$41000.00,469499.7,7/10/2024,Legacy v5.0 Community Award,"The open-source, Postman-inspired tool that takes Soroban smart contract testing to the next level.","What the Product Is:

Keizai is a sophisticated platform designed to facilitate the deployment and testing of smart contracts on the Stellar network. It provides a comprehensive set of tools that streamline the entire lifecycle of smart contract management, from deployment through execution and testing.

Problems It Solves:

Keizai addresses several key challenges encountered by smart contract developers:

Deployment Complexity: Deploying smart contracts can often be technical and error-prone. Keizai simplifies this with automated tools that help upload and deploy contracts to the Stellar network efficiently.

Testing and Environment Management: Setting up environments for testing smart contracts can be cumbersome and resource-intensive. Keizai offers on-demand ephemeral environments that reduce overhead and facilitate rapid testing cycles.

Asset Integration and Management: Managing Stellar assets within smart contracts is critical but complex. Keizai provides seamless tools for integrating and managing these assets, enhancing both security and usability.

Audience It Solves Them For:

Keizai is tailored for developers and organizations engaged in deploying and testing smart contracts on the Stellar network. This includes independent developers, startups, and enterprises looking to utilize Stellar for decentralized applications (dApps) and financial services.

Benefits:

Streamlined Deployment: Automates and simplifies the process of uploading and deploying smart contracts to the Stellar network.

Enhanced Testing Efficiency: Provides ephemeral environments for testing that mimic real-world conditions without the need for permanent infrastructure.

Robust Asset Management: Facilitates easy integration and secure management of Stellar assets within Keizai.

How It Works and Uses Stellar and/or Soroban:

Deployment of Contracts: Developers can deploy their pre-written smart contracts through Keizai’s user-friendly interface. Keizai handles the complexities of deploying these contracts to the Stellar network, including the setup for immediate testing.

Ephemeral Work Environments: Keizai utilizes ephemeral environments that allow developers to test contracts under realistic network conditions without persistent setup. These environments are tailored for Stellar, ensuring that testing is both efficient and effective.

Stellar Asset Integration (SAC): Through the Stellar Asset Contract feature, Keizai enables straightforward management and integration of Stellar assets directly from the Keizai UI.",,,https://keizai.dev/,https://github.com/keizai-tools/,,,,,,,,Ivan Tammaro,,,,,
SorobanHub,SCF #28,SorobanHub,SorobanHub,Developer Tooling,https://communityfund.stellar.org/dashboard/submissions/rec8xDnSJsXhggxFP,Awarded,,SCF Legacy Award,$46500.00,$46500.00,532481.36,7/9/2024,Legacy v5.0 Community Award,"Manage, monitor and interact with your deployed contracts from a single and free to use desktop app.","Sure, please provide the content you want me to streamline.",,,.,.,,,,,,,,Enrique A.,,,,,
Teken - Easy Multi-Signatures,SCF #28,Teken - Easy Multi-Signatures,Teken - Easy Multi-Signatures,Developer Tooling,https://communityfund.stellar.org/dashboard/submissions/recL7dgmOKB1HHEOo,Awarded,,SCF Legacy Award,$29500.00,$29500.00,323362.09,6/27/2024,Legacy v5.0 Activation Award,"Teken’s mission: an easy-to-use multi-signature app for Stellar, enhancing security and collaboration via Soroban smart contracts.","Teken’s mission is to create an easy-to-use multi-signature (multi-sig) application that is a public good for the Stellar ecosystem. Soroban is missing a universal, online multi-sig wallet agnostic tool focused on a simple user experience. Multi-sigs make it harder for hackers to steal money from a wallet because they need multiple keys to access funds. Also, the account does not belong to one individual user but to a group of wallets. This is especially useful when several people own the assets in a company or a decentralized autonomous organization (DAO).

The app will have several features: Members can connect their wallets to the app and create new proposals, vote for live proposals, and execute proposals. All signature confirmations (votes) will be stored on Soroban smart contracts. Quorum (passing threshold) and voting power can be established individually. Members can also be added and removed through proposals.",,,https://github.com/MoonBite-GmbH/multisig-ui,https://github.com/MoonBite-GmbH/soroban-multisig-contracts,https://www.youtube.com/watch?v=dMuhN7Fj9Ro,,,,,,,"varnotused, varnotused ",,,,,
Komet: Formal Verification,SCF #28,Kasmer: Formal Verification,Komet: Formal Verification,Developer Tooling,https://communityfund.stellar.org/dashboard/submissions/reciIW33y5UCN7CLd,Awarded,,SCF Legacy Award,$50000.00,$50000.00,572560.61,7/9/2024,Legacy v5.0 Activation Award,"Opensource tool for Soroban smart contract developers, enabling them to perform robust formal verification.","The product we are building is Kasmer for Soroban. The product is property-testing based formal verification for Soroban smart contracts. This enables developers to write Rust property tests and not just fuzz over them, but formally verify them, to achieve the highest level of assurance for their codebase.

The problem being solved is that formal verification is difficult for many engineers to get started with, but by taking a property-testing approach, Runtime Verification is lowering the barrier to entry. This allows developers to include formal verification in their normal quality assurance processes, even enabling it on CI, using our open source tooling. One example of the success of this is when Amazon enabled formal verification of C code using C property tests (and CBMC for model checking). They had great success getting normal C developers to do formal verification at a much larger scale than previously by using the property-testing based approach.

Our tool uses KWasm to do symbolic execution of compiled Soroban smart contracts. There is tooling for turning Rust-level property tests into WebAssembly code (via the compiler), and then into KWasm based verification challenges. Once the verification is complete (passed, failed, or unsure), the result is translated back to the Rust level for developers to understand the next step. This keeps developers in their own workflow, rather than asking them to step outside of it. This first activation award is focused on specializing KWasm to Soroban by implementing the Soroban host functions.",,,https://kasmer.runtimeverification.com,,https://www.youtube.com/watch?v=x0f3N39DGMw,,,,,,,Paul Len,,https://www.linkedin.com/company/3142238/,https://twitter.com/rv_inc,https://discord.gg/CurfmXNtbN,
