Submission / Project,Round,Submission Title,Project,Category (from Project),Submission URL,Status,Tranche Completion %,Latest Tranche (from Payments),Total Awarded (USD),Total Paid (USD),Total Paid (XLM),Most Recent Payment Date,Award Type,One-Sentence-Description,Products & Services,Technical Architecture,Success Criteria,Website,Code,Video,Use Soroban?,Go-To-Market Plan,Traction Evidence,Tranche 1 - Deliverables,Tranche 2 - Testnet,Tranche 3 - Mainnet,Team Members,Thumbnail,LinkedIn (from Project),X (from Project),Discord (from Project),Pitch Deck (from Project)
Beans app,SCF #29,Beans app - Cards & passkeys,Beans app,Applications,https://communityfund.stellar.org/dashboard/submissions/recl9kp1khhJSoxKF,Awarded,,SCF Legacy Award,$99740.00,$99740.00,1024398.0,8/14/2024,Legacy v5.0 Community Award,"Adding cards, passkeys and DeFi to the Beans non-custodial wallet.","As a non-custodial wallet built for people without knowledge about blockchain, users can already send and receive money internationally. We have seen though that users would love to use their Beans balance to directly spend their funds in shops. This would mean they don’t have to withdraw and keep their funds in a more stable currency for longer. We are excited to add support for prepaid cards in Europe, LATAM and Africa. This will mean that users will keep their funds in the app (and on Stellar) for a longer period and will mean a significant increase in utility. It aligns really well with our vision that blockchain based wallets have the potential to look and feel similar to normal centralized banking services.

To add prepaid cards, we are looking to work with our card partner to leverage existing SEP’s like SEP 10 and SEP 6 and 12. By building on top of these standards it will be easier to maintain and the functionality will become available to the broader ecosystem easily as well. As cards need some additional features around card management, we are looking to build this in a way that has the potential to become a new “card standard”. In future iterations we might shift from prepaid cards to debit cards by using Soroban. This is something closely related to our ambitions to shift towards a smart wallet architecture.

We have previously done a proof-of-concept with very easy to use lending pool functionality inside Beans, through an integration with Blend. To take this into production, we require features like earnings management, multi procotol support, automated pool balancing and safety mechanisms. We were planning to build this ourselves, however, our direction changed after connecting with Paltalabs during the Consensus 2024 hackathon. Paltalabs showcased an idea that closely aligned with our needs. They expressed interest in further developing DeFindex in cooperation with us, offering substantial benefits by offloading the development of critical features to Paltalabs. Most of the work done on our Blend proof-of-concept can be reused or adapted to align with the DeFindex protocol. Additionally, we will develop a DeFindex adapter for the Blend lending pool that can be used by everyone in the Stellar ecosystem. To build the integration, we will build a Blend adapter that connects DeFindex with Blend. This adapter can be re-used by ecosystem projects.

We have seen that the onboarding flow can be a bit long for some users and SMS authentication is not the best fallback authtentication option in all countries. That’s why we are looking for other authentication options. Secondly, we see a lot of potential when we shift towards a smart wallet infrastructure. The first step in that direction is working with passkeys for account recovery. We are super excited by the ease of use of password less account recovery and looking to use passkeys for seemless account creation and recovery. A first step in this direction is by addin passkeys to our SEP 30 authentication options. After that, in future rounds we will be able to explore smart-wallet infrastructure changes in more detail. Here we expect to run into challenges like compatability with existing SEP's, sending from C addresses to G addressses, offering cross-currency swaps etc.",,,www.beansapp.com,https://github.com/Beans-BV,https://www.loom.com/share/f93a11d54ccf41f5b368f8eea1d9a9b9,,,,,,,"Jop Middelkamp, Wouter Arkink",,,https://twitter.com/BeansApp,https://beansapp.medium.com/,
SendIN,SCF #29,SendIN,SendIN,Applications,https://communityfund.stellar.org/dashboard/submissions/reclOpHi3CxBBYPaO,Awarded,,SCF Legacy Award,$37500.00,$37500.00,413716.4,8/6/2024,Legacy v5.0 Activation Award,"US to India money transfers made easy, cheap &amp; lightning fast.","SendIN is a payments platform built on Stellar, designed to enhance the process of sending money from the US to India. We make US to India money transfers easy, cheap, and lightning fast. We offer a complete Web2 UX that ensures a seamless and user-friendly experience for Web2 users.

Features:

SendIN Wallet: Each user is provided with a custodial SendIN wallet to deposit funds. Built on the Stellar network, this wallet ensures fast, secure, and efficient transactions.

KYC & Account Management: Users can easily manage their account, track pending transfers, and see transaction history. The KYC service will be facilitated according to the SEP-0012 standard and would be compliant with general KYC & AML standards.

Send Money from US: Users can effortlessly send money from the US to any registered user on the platform using just their email.

Receive Money in India: Users in India can receive money directly into their linked bank accounts if their KYC is authenticated. Our infrastructure guarantees that funds will be received in the bank account within 15 minutes of being sent.

Web2 Friendly UI/UX: Our application is designed to onboard web2 users seamlessly, providing a no/low web3 interface. Users won't need to manage their keys, convert crypto, or interact directly with the blockchain. All processes are automated and handled in the backend, ensuring a smooth and user-friendly experience.

The Problem:

High fees & hidden costs: Traditional money transfers often charge high transaction fees, have hidden markup charges, and offer unfavorable exchange rates.

Slow payment processing: On average, most remittance services take at least a day. There are also often delays caused by individual stakeholders like banks making the process inefficient.

The Market:
The remittance market, particularly for transfers from the US to India, represents a significant and exponentially growing sector. India is the world's largest recipient of remittances, receiving over $125 billion in 2023 alone. These are our 2 main user segments:
1. Large Expatriate Population: The Indian expatriate community in the US is substantial and continuously growing, creating a steady demand for reliable and affordable remittance services.
2. Freelancers and Merchants: There is a growing segment of freelancers and merchants who require efficient and fast payment solutions for cross-border transactions.

There was a survey conducted by zero-hash and light payment which revealed significant frustration with traditional payment systems. Here are the challenges freelancers face with traditional payments:

Speed:
48% experience delays in getting paid.
75% want payments within 24 hours; 45% desire real-time payments.

Costs:
49% find fees high and impacting their earnings.
18% say fees significantly affect their income.

Stellar Integration:
SendIN is built on the Stellar network to leverage its advantages of low transaction fees and almost instant settlement times. This integration ensures that our users benefit from fast, secure, and cost-effective transactions, making SendIN a highly efficient remittance platform. Here’s how we are utilizing Stellar's core features:

Stellar Anchors:
- Kado: In the US, we will use Kado as our on-ramp service to convert fiat currency to USDC on the Stellar network. Kado is a Stellar anchor that adheres to SEP-0006 (deposit and withdrawal operations) and SEP-0024 (interactive deposits and withdrawals).
- Onramp.money: In India, we will utilize Onramp.money to off-ramp USDC into INR, directly transferring the funds to users’ Indian bank accounts. Onramp.money ensures that the conversion and transfer process is smooth and compliant with local regulations.

SDK / Soroban Integration: Our proof-of-concept (POC) currently uses the Stellar-JS SDK for transaction handling and network interactions. We plan to transition to using Soroban smart contracts for automating and securing our transactions. By utilizing Soroban, we can reduce the risk of errors and fraud and will also automate transactions.

SEP-0012 Standard: Our KYC service will adhere to the SEP-0012 standard, which outlines the requirements for KYC data exchange. We will use the KYC API provided by Stellar. This ensures that our platform is compliant with global KYC and AML (Anti-Money Laundering) regulations.",,,https://github.com/SendIN-Org/sendIN,https://github.com/SendIN-Org/sendIN,https://drive.google.com/file/d/1ksij6mkpoaLOWeC4AidkwpGqWnOEUakd/view?usp=sharing,,,,,,,chief_100 ,,,,,
Bitwave,SCF #29,Bitwave Enterprise Payments,Bitwave,Infrastructure & Services,https://communityfund.stellar.org/dashboard/submissions/recTq3wV5OuPXU0mp,Awarded,,SCF Legacy Award,$100000.00,$100000.00,1052741.28,8/7/2024,Legacy v5.0 Community Award,"Bitwave will deploy B2B custodial &amp; onchain payments using Stellar Soroban Smart Contracts, Coinbase Prime and Oracle Netsuite.","Bitwave will deploy an enterprise-grade custodial and on-chain payment solution using Soroban, Stellar's smart contract platform. This solution leverages the robustness and security of Stellar's blockchain to provide enterprises with an efficient, secure, and seamless way to manage and process their cross-border payments.

Enterprise Privacy Concerns

Challenge Solved
The industry has privacy concerns about disclosing a single company address for all payments, which can reveal sensitive financial information. Bitcoin wallets such as XPUB allow separate addresses per customer or invoice, but they have limitations, such as relying on the payee for payment amount input and lacking smart contract controls. In the EVM ecosystem, using HD wallets for privacy is challenging due to a lack of user-friendly exposure.

Bitwave Solution
Bitwave Payments recognizes the significance of privacy in financial transactions. To enhance privacy and security, we use smart contracts and account abstraction. Our approach helps eliminate the requirement of a single address for all payments, adding an extra layer of control. With Bitwave's solution, businesses can specify the token amount to exchange, ensuring precise and secure payments. Our solution integrates smart contract functionalities to safeguard financial information and streamline payments for businesses in the blockchain ecosystem.

Streamlined Approval Workflows

Challenge Solved
Approval payment processes can be cumbersome, especially in environments that require strict compliance and control. Manual approval workflows are prone to errors and can slow down financial operations.

Bitwave Solution
Bitwave automates and secures the workflow process, simplifying the management of role-based permissions and reducing the complexity of approvals. This ensures enterprise-grade access control while delivering rapid insights to financial teams and eliminating manual errors.

Seamless Invoice Payments

Challenge Solved
Traditional cryptocurrency payments can be cumbersome, requiring multiple steps and systems. The lack of integration with existing financial systems often leads to fragmented visibility and payment control.

Bitwave Solution
Bitwave Payments lets businesses quickly initiate and complete bulk payments from their non-custodial wallet to vendors. It seamlessly integrates with existing accounting software and systems.

Flexible Pricing Rules

Challenge Solved
Handling invoices in multiple denominations, especially in a mix of fiat and crypto, complicates accounting and financial reporting. It also adds to the workload due to the need for constant recalculations based on volatile crypto prices.

Bitwave Solution
Bitwave's pricing engine supports invoices in any denomination and automates pricing rules, significantly reducing manual workload. This flexibility and automation simplify accounting for crypto transactions, even during volatility.

Minimized Costs

Challenge Solved
Traditional payment and financial reporting operations are often separated, resulting in higher costs for reconciliation, customer service, and transaction processing.

Bitwave Solution
Bitwave consolidates these operations, reducing costs and providing a seamless financial experience across the enterprise's financial stack. This consolidation results in more efficient operations and cost savings.

Simplified Vendor Onboarding

Challenge Solved
Onboarding new vendors can be complex. It involves manually recording wallet information, performing security checks, and managing smart contracts.

Bitwave Solution
Bitwave simplifies vendor onboarding by automating the recording of wallet information in the general ledger. This streamlines the process of adding new vendors and managing payments.

Compliance with Global Regulations

Challenge Solved
Meeting regulatory requirements involves staying updated with changing regulations, accurately reporting transactions, and implementing effective anti-money laundering (AML) procedures. Non-compliance can lead to legal penalties and reputational damage.

Bitwave Solution
Bitwave provides payment tools to help businesses track, report, and ensure compliance with tax obligations and AML regulations. By automating compliance reporting and offering AML frameworks, Bitwave ensures businesses adhere to regulatory standards. This reduces the risk of non-compliance, penalties, and administrative workload, allowing companies to focus on core activities instead of regulatory intricacies.",,,https://www.bitwave.io/solutions/enterprise-b2b-crypto-payments ,https://gitlab.com/bitwave-code  https://gitlab.com/bitwave-code/smart-contracts/multiplexer,https://www.youtube.com/watch?v=s9IFWold53M,,,,,,,Alberto De Pablo,,https://www.linkedin.com/company/bitwaveplatform/,https://twitter.com/bitwaveplatform,,
stellarpro.dev,SCF #29,stellarpro.dev,stellarpro.dev,Infrastructure & Services,https://communityfund.stellar.org/dashboard/submissions/recEafxknk0CPdmB7,Awarded,,SCF Legacy Award,$26000.00,$26000.00,266366.15,8/15/2024,Legacy v5.0 Activation Award,Stellar-focused education platform for post-beginnerdevelopers wanting to grow their skills to intermediate and advanced levels.,"Stellarpro.dev is a Stellar-focused education platform, targeting developers who have gone past first steps and want to continue into intermediate and advanced skill levels to be able to build production-ready dApps on Stellar leveraging ecosystem tooling.

Objectives:

- Awareness of tooling available for Developers (lower time spent on finding and evaluating tools)
- Easy and one-stop discovery of tooling features available for Developers (counteract segregation of information)
- Lower learning curve for tooling (minimize time needed to become productive)
- Engage participation from long-term and trusted community members (SCF pilots can become platform contributors) (monetary incentive)",,,stellarpro.dev (domain registered),[add link to Figma],[add link to Figma],,,,,,,Matias Wald,,,,,
Hoops Finance,SCF #29,Hoops Finance,Hoops Finance,Infrastructure & Services,https://communityfund.stellar.org/dashboard/submissions/rechiZHwFanNF1nnI,Awarded,,SCF Legacy Award,$50000.00,$50000.00,551621.87,8/6/2024,Legacy v5.0 Activation Award,Analytics and DeFi platform for risk-adjusted investment in Soroban liquidity pools.,"Hoops Finance is an analytics and DeFi platform that indexes Soroban Liquidity Pools from leading ecosystem protocols. The platform offers:

Risk Analysis: Extrapolates data to create various risk analyses.
Performance Metrics: Lists key metrics such as pool utilization, total value locked (TVL), and tokens in the pool.
Aggregated Saving Account: Uses indexed data to create aggregated saving accounts leveraging the best-performing pools across several protocols.

Problems It Solves:

Lack of comprehensive risk analysis and performance metrics for liquidity pools on Soroban.
Difficulty for investors to identify the best-performing pools adjusted for risk.

Solution:

Risk Analysis: Provides detailed risk metrics, aiding investors in making informed decisions.
Performance Metrics: Offers real-time data on liquidity pools, simplifying the investment process.
Aggregated Saving Account: Optimizes returns by leveraging top-performing pools.

Target Audience:

Institutional and retail investors looking for reliable investment opportunities in DeFi.
Developers and financial analysts requiring comprehensive data for liquidity pool performance.

Why Stellar?:

Robust Ecosystem: Offers a mature and supportive environment for DeFi projects.
Low Transaction Costs: Ensures cost-effective data processing and transactions.
Support for Smart Contracts: Facilitates advanced functionalities crucial for Hoops Finance.

For more information on the Stellar and Soroban integrations: https://www.notion.so/bastianstudio/Soroban-Components-to-Implement-Savings-Accounts-db63048d76234efbae5887515c66aa0e?pvs=4",,,hoops.finance,https://github.com/alexanderkoh/hoops; https://github.com/silence48/soroban-typescript-indexer,https://vimeo.com/984089944?share=copy,,,,,,,"Bastian Alexander Koh Cuende, Tim Baker",,,,,
Reflector,SCF #29,Reflector DAO,Reflector,Infrastructure & Services,https://communityfund.stellar.org/dashboard/submissions/receZeLlUlVSruadg,Awarded,,SCF Legacy Award,$100000.00,$100000.00,993720.67,8/8/2024,Legacy v5.0 Community Award,DAO-governed oracle with publicprice feed and customizable subscriptions for Stellar DeFi,"Reflector oracle contracts are controlled by the multisig-protected consensus of reputable organizations. The admin account of the oracle smart contract always has all node public keys as co-signers with >50% multisig threshold, so more than half of the oracle backing nodes have to agree on a transaction in order to store price feed data or modify oracle contract state.

Each node independently calculates the values of quoted prices using deterministic idempotent algorithms to ensure consistency, generates the update transaction, signs it with the node's private key, and shares it with other peer nodes via WebSocket protocol. If for some reason (ledger access delay, failing connection, version incompatibility, adversary attack) any given node quotes a token/asset price different from other nodes, the transaction hash will not match the hash generated by the majority, so the transaction won't make it into the ledger. This way Reflector utilizes Stellar protocol underlying security to implement an uncomplicated yet robust consensus, which guarantees reliability, fault tolerance, and regular price feed updates.

For on-chain Stellar assets price feed data retrieval, Reflector relies on a quorum of nodes connected to Stellar validators. Each node fetches trades information directly from the Stellar Core database. Price feeds for generic tokens get updated in a similar fashion, but nodes have to agree on information pulled from external sources (CEX/DEX API, price aggregators, stock exchanges, derivative platforms, etc.)

Other contracts interact with the oracle contract, retrieving data stored by Reflector nodes. Consumers can fetch historical ranges, use cross-price calculation, utilize TWAP averaging, or simply pull the most recent token price depending on the use-case.

Components:

Reflector node: Fetches prices, maintains p2p communication with other nodes, and publishes price updates signed by the quorum.

Oracle smart contract: Contract implementation that incorporates consumer-facing interface with admin functionality.

Contract JavaScript bindings: Provides convenient JS wrappers for interaction with the contract from JS runtime.

Stellar Core DB connector: Database connector library responsible for retrieving and parsing data from Stellar Core.

Admin dashboard: Web interface for Reflector node operators, toolkit for managing Reflector cluster and orchestrating updates.

Cluster orchestrator: Broker service for synchronizing cluster configuration voting and updates.",,,https://reflector.network,https://github.com/reflector-network,https://www.youtube.com/watch?v=3_BotlS--9s,,,,,,,OrbitLens,,,https://x.com/in_reflector,https://discord.gg/v2ggfDty2d,
InfStones,SCF #29,Horizon & Soroban API,InfStones,Infrastructure & Services,https://communityfund.stellar.org/dashboard/submissions/rec14mcRMcEixJXEg,Awarded,,SCF Legacy Award,$100000.00,$100000.00,1008355.23,8/13/2024,Legacy v5.0 Community Award,Provide Horizon and Soroban API developer access via an auto-scaling cluster with a freemium endpoint and support structure.,"InfStones will provide Horizon and Soroban API a range of premium features API controls to cater to the diverse needs of developers, institutions, and various types of users:

a) Free API: A complimentary shared API endpoint that meets the basic needs of individual developers.

b) Paid API: For users with higher demands on performance and monthly usage, we offer a range of paid plans for shared API endpoints, with auto-scaling enabled.

c) Dedicated API: For users with the highest demands on performance, monthly usage, or privacy, we provide independent paid nodes to meet the needs for dedicated APIs. Users can freely choose from multiple region options including US East, US West, Asia East, Asia South, Europe West, and Europe Central. Additionally, we support various resource configurations to meet users' diverse performance requirements.

Additionally, we offer the following API value-added features:

a) API usage analysis

b) API Logs

c) API security settings (including API key protection, IP address whitelisting, and more)

d) Block watch solution: an API usage monitoring and alert services, allowing users to set alert thresholds and choose from various notification methods such as email, SMS, and phone calls.

Uptime SLA: 99.9%.",,,https://cloud.infstones.com/power-node/launch-node  ,https://gitlab.com/infstones-com,https://www.youtube.com/watch?v=z_0jyQWEfDg,,,,,,,Faris Jebara,,https://www.linkedin.com/company/infstones/,https://twitter.com/infstones,https://discord.com/invite/5Sgu93crrA,
Stellar Attestation Service,SCF #29,Stellar Attestation Service,Stellar Attestation Service,Infrastructure & Services,https://communityfund.stellar.org/dashboard/submissions/recF8AbyncoxdFYvk,Awarded,,SCF Legacy Award,$37500.00,$37500.00,413716.4,8/6/2024,Legacy v5.0 Activation Award,Soroban framework for attesting to digital interactions on the Stellar network.,"Problem:
In many industries, the verification of credentials and compliance with regulatory requirements is complex, time-consuming, and prone to fraud. Traditional methods for issuing and verifying digital attestations often rely on centralized systems, which are vulnerable to security breaches, tampering, and inefficiencies. These challenges are especially pronounced in sectors such as financial services, supply chain management, education, healthcare, real estate, and employment verification.

Solution:
We are building a decentralized attestation service for the Stellar blockchain, leveraging Soroban smart contracts. This service will allow projects within the Stellar ecosystem to issue, verify, and manage digital credentials for their users. Our platform will enable the creation, storage, and verification of various types of attestations, such as identity verification, educational certifications, professional qualifications, and more. This service will issue tokenized assets representing attestations, store metadata on decentralized storage solutions like IPFS, and provide APIs for seamless integration with various projects. By integrating with our platform, projects within the Stellar ecosystem can enhance their operations, increase trust among users, and ensure compliance with regulatory requirements. This service will not only address critical pain points but will also foster innovation and collaboration within the Stellar community.

Key features of our attestation service include:

Unified Trust Framework (UTF): Our Soroban smart contracts standardize trust assessments across various applications, with default resolver contracts and the ability to use your own resolver contracts for custom attestation logic.

Attestation Schema Registry: Allows registration of custom attestation schemas that define the structure and rules for attestations.

Privacy-preserving verification mechanisms: Verifications are conducted without compromising privacy.

Integration with existing Stellar wallets: Seamlessly works with current Stellar wallet solutions.

Revocation and expiration management: Supports managing the validity and lifecycle of attestations.

Secure on-chain storage of attestations: All Attestations are safely stored on the blockchain.

Interoperability with Stellar-based services & SEPs: Ensures compatibility with other Stellar services.

Developer SDKs and integrations: SDKs and CLI tools for Rust and Node.js allow developers to easily integrate attestation functionalities into their applications.

Target Audience:
SAS caters to:

Developers building applications on Stellar

Financial institutions using Stellar for remittances or asset issuance

Decentralized finance (DeFi) projects requiring KYC/AML compliance

Credit Worthiness, Lending and Scoring (DeFi)

Educational institutions issuing digital certificates

Marketplaces that rely on reputation and reviews

Government agencies for identity verification

Stellar Integration:

Soroban Smart Contracts:
Implement core attestation logic (issuance, revocation, verification)
Store credential schemas and registry of issuers
Handle selective disclosure and zero-knowledge proofs

Stellar Operations:
Use custom operations for credential-related transactions
Leverage multi-signature accounts for enhanced security

SEP Integrations:
SEP-0010 for authentication of issuers and verifiers
SEP-0012 for KYC information collection
SEP-0030 for account recovery using attestations

Ecosystem Partnerships:
Collaborate with Stellar anchors for fiat on/off ramps
Integrate with existing Stellar wallets for credential storage
Partner with KYC/AML providers in the Stellar ecosystem

We chose Stellar for our attestation service due to its:

Fast and low-cost transactions, ideal for frequent credential operations

Built-in compliance features align with regulatory requirements

Strong focus on financial inclusion aligns with many use cases for digital credentials

Soroban's WebAssembly-based smart contracts offer flexibility and performance

Active developer community and support from Stellar Development Foundation",,,https://sasdev.xyz,https://github.com/daccred/attestation-sandbox,,,,,,,,Andrew Miracle,,,,,
0xAuth,SCF #29,0xAuth,0xAuth,Infrastructure & Services,https://communityfund.stellar.org/dashboard/submissions/recsAQHCghw9HIUvF,Awarded,,SCF Legacy Award,$90000.00,$90000.00,903278.9,8/9/2024,Legacy v5.0 Community Award,0xAuth will enable seamless compliance andinteroperability for tokenised funds.,"The Problem
Traditional finance is moving on-chain, as evidenced by Franklin Templeton, KKR, and BlackRock launching tokenised funds. However, onboarding and verification processes are still manual and repetitive, leading to a high abandonment rate (40% if over ten minutes [1]) and significant potential revenue loss ($3.3 trillion in 2019 [2]). There is a critical need for a seamless, compliant Web3 onboarding process with portable credentials.

What Problems Are Tokenised Fund Institutions Facing?
To stay competitive, institutions must keep investor fees low, driving many to move on-chain. However, high compliance costs due to repetitive, siloed processes create inefficiencies, reducing investor mobility, increasing Customer Acquisition Costs (CAC), and hindering operational efficiency. Additionally, tokenised funds operate in a gated manner, limiting potential investors. A cross-chain approach could significantly expand the investor base.

What Are We Proposing?

0xAuth aims to provide a frictionless onboarding and verification process with portable investor credentials, boasting minimal compliance costs. Key features include:

Automated Verification: 0xAuth uses trusted off-chain oracles for automated verification of accredited investors, including KYC, KYB, AML compliance, and PEP screening via Plaid and Vezgo.

Portable Credentials: A digital identity contract (ERC-734) is deployed on-chain, and users are issued verifiable credentials both off-chain (W3C VC standard) and on-chain (ERC-735 standard).

Conditional Wallet Connectivity: Platforms can verify user eligibility by integrating with 0xAuth and checking their verifiable credentials to conditionally allow or block access.

Zero-Knowledge Proofs (ZKPs): Platforms can use JSON-LD-based ZKPs for selective disclosure of user information, allowing verification without revealing entire identities.

Future Plans: Implement on-chain verification of off-chain credentials using ZKP verifier contracts (which support criteria selection via ZK predicates) on the Stellar network.

How Does Stellar Fit into the Picture?

We envision 0xAuth as the single sign-on (SSO) for a seamless, yet fully compliant, Web3 ecosystem. Our solution eliminates the need for siloed and gated environments typical in tokenised funds. With an eye toward a multi-chain future, 0xAuth is designed to facilitate the effortless movement of eligible investors across different blockchain networks while enabling institutions to attract and engage users from these diverse ecosystems.

Incorporating support for Stellar-based tokenised funds into 0xAuth is a strategic move. By doing so, we aim to significantly expand the pool of potential investors for institutions like Franklin Templeton and WisdomTree, which are already utilising Stellar. Our included illustrations depict the envisioned integration and the benefits it brings.

How Can Stellar Benefit From Our Solution?

Enhanced Interoperability: 0xAuth enables seamless identity verification across blockchains, positioning Stellar as a bridge within the multi-chain ecosystem.

Compliance as a Service: 0xAuth’s tools simplify compliance for tokenised funds, making Stellar a compliance hub for cross-chain RWA transactions.

Market Expansion: Reducing compliance friction in cross-chain transactions attracts more institutional participants and eligible investors, boosting Stellar's ecosystem activity and liquidity.

Exclusive Features: We plan to develop custom features for Stellar on 0xAuth, including institutional dashboards, audit trails, and enhanced security protocols tailored for institutional users.

By enabling these capabilities, 0xAuth will help solidify Stellar's role as a leading network for tokenised assets, broadening its user base and enhancing its operational ecosystem.

Glossary
[1] https://thepaypers.com/payments-general/fis-have-14-minutes-and-20-seconds-to-onboard-customers-signicat-finds--780846
[2] https://resources.fenergo.com/newsroom/global-business-commercial-banking-market-sees-3-3-trillion-in-losses-due-to-operational-inefficiencies",,,https://0xauth.co/,-,https://docsend.com/v/yrmz2/0xauth-tokenized-funds,,,,,,,"Rico van der Veen, Zohaib Adnan",,,,,
Silicore,SCF #29,Silicore,Silicore,Infrastructure & Services,https://communityfund.stellar.org/dashboard/submissions/recyN1rWGOVPFszvZ,Awarded,,SCF Legacy Award,$31000.00,$31000.00,365280.87,8/5/2024,Legacy v5.0 Activation Award,Democratizing knowledge of distinct Anchor benefits,"The project aims to develop a new software application to streamline the company's internal communication processes. The application will include features such as instant messaging, file sharing, and video conferencing. The goal is to improve efficiency and collaboration among team members. The project will be divided into three phases: planning, development, and testing. The planning phase will involve gathering requirements and creating a project plan. The development phase will focus on coding and implementing the features. The testing phase will involve thorough testing to ensure the application is bug-free and meets all requirements. The project is expected to be completed within six months.",,,https://www.figma.com/design/vAoC9nyTs5Cg6A2pllTUWt/Silicore?node-id=0-1&t=h212M0CT1vGbXqeY-1,https://github.com/Ilanklim/EasyA_Hackathon,https://www.youtube.com/watch?v=xOhOI_ZKciM,,,,,,,Ilan Klimberg,,,,,
LOAM,SCF #29,LOAM - Grow Ambitious Dapps,LOAM,Developer Tooling,https://communityfund.stellar.org/dashboard/submissions/rect6tCyLANzPdveo,Awarded,,SCF Legacy Award,$3000.00,$3000.00,30036.73,8/23/2024,Legacy v5.0 Community Award,Focus on the important parts of your Stellar Dapp. Let Loam handle the tedious bits.,Please provide the content you would like me to streamline.,,,https://loam.build/,https://github.com/loambuild,,,,,,,,"Chad Ostrowski, Enzo Soyer",,,,,
SoroBuilder,SCF #29,Soroban AIssistant,SoroBuilder,Developer Tooling,https://communityfund.stellar.org/dashboard/submissions/reccr8QR0TDBxQWI8,Awarded,,SCF Legacy Award,$42500.00,$42500.00,436504.06,8/14/2024,Legacy v5.0 Activation Award,A Soroban AI powered Assistant specifically designed to accelerate the conceptualization and development of smart contracts.,"Soroban is currently experiencing a significant influx of developers eager to build within the Stellar ecosystem. As a result, many of these developers in the coming months and years will likely be new to Soroban and Rust. To support Soroban developers in conceptualizing and writing smart contracts, we are developing an AI-powered smart contract generation assistant. This assistant will possess agentic capabilities, enabling it to gather the necessary information and deliver a smart contract project ready for review, testing, and iteration on the Testnet.

We have already developed a proof-of-concept Soroban-specific system which successfully outputs complete robust Soroban smart contracts with little errors. You can find a video of how it works in the Drive. The code generated by the assistant should be viewed not as a final product but as a robust foundation for the project.

This tool will significantly accelerate the development process. The idea is to add another catalyst in the development workflow that further “Sorobinices” the Stellar “Abacus,” code-included as much as batteries included. In a rapidly growing system still in its infancy, we aim to provide a multiplier that effectively drives feedback and fosters growth.

The Soroban AIssistant is a web-app that runs in the background on an AI agentic system specifically designed and tailored to the creation of Soroban Smart Contracts. It will allow Soroban developers to describe in depth the problem they are trying to solve in a conversational way and the assistant will ask all necessary questions to collect the information it needs to proceed.

By compiling and vectorizing all available information on Soroban (including Stellar’s documentation, APIs, Github code libraries…) as well as the Smart contracts that have been deployed on Github, the whole model is solely focused on being a tool Soroban developers can use to accelerate the conceptualization and creation of smart contracts.

The agentic flow consists of 3 main stages. We will provide a high-level overview of the whole process here, but you can find the full detail and deep dive in the technical architecture, where you will be able to find all details on the different agents and how the system interacts given that it is a deep-tech project.

Understanding Phase and Initial proposal creation: The first part of the flow is aimed at fully understanding what the user is trying to solve or build, gathering comprehensive user inputs and converting them into a coherent problem statement. Then, considering all available options to tackle it and merge all user inputs together with the vectorized database of Soroban, Stellar, and Rust knowledge to conceptualize a potential solution.

Refinement phase: Propose and refine an initial design using specialized AI modules. This phase focuses on integrating expert inputs and iterative improvements to ensure the design is robust and ready for development.

Building the Smart Contract: Construct, review, and document the smart contract based on the refined design. Output zip folder with project files and folders for testing.

The user will receive a zip file with all project files and a .md document with comments and explanations, fully documenting every step of the process, decisions made, and so they can navigate the code much easier.

Deployment and Testing: After this, the developer can directly upload and test the smart contracts on the testnet and by utilizing a tool such as the Okashi.dev playground, they can start building on top of that foundation. It is key to highlight that as the Soroban ecosystem develops, more data will be available, and together with the exponential improvements LLMs are experiencing, the Soroban AIssistant will also keep improving exponentially. This will widely help the ecosystem grow and increase the accessibility to developing on Soroban.

We have many ideas of improvement for the coming months such as outputting also the server-side Python and Javascript files, chatting with the docs, and possibly giving access to more specific agents that fulfill a single role very well. For example, a Security auditor or an oracle creator.",,,https://drive.google.com/drive/folders/1_YfJ9zZ5IDnr77XOHM5kpiLzO_5wmafb?usp=sharing,https://github.com/luisao8/Soroban-code-AIssistant.git,https://youtu.be/DweOiegwH5o,,,,,,,"Ignacio, Sergio Rodriguez Valbuena, Alejandro Taboada Esteban, Luis Alarcón de la Lastra",,https://www.linkedin.com/company/missio-ia,,,
